,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,torque_nm,max_torque_rpm
3669,Maruti Celerio ZXI Optional,2017,483000,15000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5,90.0,3500.0
3670,Hyundai Grand i10 Magna,2016,470000,10000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5,114.0,4000.0
3671,Maruti Vitara Brezza ZDi Plus Dual Tone,2018,950000,25000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5,200.0,1750.0
3672,Hyundai Verna 1.6 VTVT,2013,450000,50000,Petrol,Individual,Manual,Third Owner,17.01,1591,121.3,5,154.9,4200.0
3673,Toyota Etios VX,2011,345000,70000,Petrol,Individual,Manual,First Owner,17.6,1496,88.7,5,132.0,3000.0
3674,Maruti Ignis Zeta AMT,2020,600000,5000,Petrol,Individual,Automatic,First Owner,20.89,1197,81.8,5,113.0,4200.0
3675,Maruti A-Star Vxi,2009,300000,60000,Petrol,Individual,Manual,First Owner,19.0,998,66.1,5,90.0,3500.0
3676,Maruti Zen Estilo VXI BSIII,2007,160000,74800,Petrol,Individual,Manual,Second Owner,18.2,998,67.1,5,90.0,3500.0
3677,Maruti Eeco CNG 5 Seater AC BSIV,2012,220000,270000,CNG,Individual,Manual,First Owner,21.94,1196,61.7,5,85.0,3000.0
3678,Honda City 2017-2020 EXi,2007,138000,120000,Petrol,Individual,Manual,Second Owner,17.7,1497,78.0,5,124.54445499999999,2700.0
3679,Toyota Qualis FS F7,2000,100000,250000,Diesel,Individual,Manual,Fourth & Above Owner,19.369999999999997,1248,81.86,5,160.0,2000.0
3680,Maruti Swift Dzire VXi,2010,231000,80000,Petrol,Individual,Manual,Third Owner,17.5,1298,85.8,5,114.0,4000.0
3681,Mahindra XUV500 W8 4WD,2013,800000,120000,Diesel,Individual,Manual,Second Owner,15.1,2179,140.0,7,330.0,1600.0
3682,Mahindra XUV300 W8,2019,960000,20000,Petrol,Individual,Manual,First Owner,17.0,1197,108.6,5,200.0,2000.0
3683,Maruti Wagon R LXI Minor,2009,120000,70000,Petrol,Individual,Manual,Second Owner,18.9,1061,67.0,5,84.0,3500.0
3684,Maruti Wagon R VXI BS IV,2012,270000,40000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5,90.0,3500.0
3685,Maruti Ritz LXI,2011,200000,100000,Petrol,Individual,Manual,Second Owner,21.1,1197,85.8,5,114.0,4000.0
3686,Maruti Swift VXI,2012,328000,123000,Petrol,Individual,Manual,First Owner,18.6,1197,85.8,5,114.0,4000.0
3687,Hyundai Verna 1.6 SX CRDi (O),2012,432000,77000,Diesel,Individual,Manual,First Owner,22.32,1582,126.32,5,259.8,1900.0
3688,Volkswagen Polo 1.0 MPI Trendline BSIV,2019,565000,7000,Petrol,Individual,Manual,First Owner,18.78,999,75.0,5,95.0,3000.0
3689,Maruti Eeco 5 Seater AC BSIV,2017,390000,70000,Petrol,Individual,Manual,First Owner,15.37,1196,73.0,5,101.0,3000.0
3690,Hyundai i20 1.4 CRDi Sportz,2011,250000,120000,Diesel,Individual,Manual,Third Owner,23.0,1396,90.0,5,219.66895999999997,1750.0
3691,Chevrolet Spark 1.0 LT,2011,165000,70000,Petrol,Individual,Manual,First Owner,18.0,995,62.0,5,90.3,4200.0
3692,Honda City 1.5 S MT,2011,421000,105000,Petrol,Individual,Manual,First Owner,17.0,1497,118.0,5,146.0,4800.0
3693,Hyundai Accent Executive,2012,225000,109322,Petrol,Individual,Manual,Second Owner,16.36,1495,93.7,5,124.6,3500.0
3694,Nissan Sunny Diesel XV,2013,350000,120000,Diesel,Individual,Manual,First Owner,21.64,1461,84.8,5,200.0,2000.0
3695,Jeep Compass 2.0 Limited,2018,1757000,24000,Diesel,Individual,Manual,First Owner,17.1,1956,170.0,5,350.0,1750.0
3696,Tata Tiago NRG Petrol,2018,515000,35000,Petrol,Individual,Manual,First Owner,24.0,1199,83.81,5,114.0,3500.0
3697,Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2017,800000,70000,Diesel,Individual,Manual,Second Owner,23.65,1248,88.5,5,200.0,1750.0
3698,Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2004,120000,100000,Diesel,Individual,Manual,Fourth & Above Owner,10.5,2179,120.0,7,290.0,1800.0
3699,Maruti Wagon R AMT VXI,2015,400000,20000,Petrol,Individual,Automatic,First Owner,20.51,998,67.0,5,90.0,3500.0
3700,Hyundai Santro Xing XG AT eRLX Euro II,2004,80000,90000,Petrol,Individual,Automatic,Second Owner,19.369999999999997,1248,81.86,5,160.0,2000.0
3701,Fiat Grande Punto 1.3 Dynamic (Diesel),2011,300000,60000,Diesel,Individual,Manual,First Owner,20.3,1248,75.0,5,197.0,1750.0
3702,Mahindra Scorpio M2DI,2011,400000,475000,Diesel,Individual,Manual,Third Owner,13.5,2179,115.0,5,277.5,1700.0
3703,Maruti Wagon R LX BSIII,2009,235000,70000,Petrol,Individual,Manual,Second Owner,17.3,1061,64.0,5,84.33718999999999,3500.0
3704,Maruti Wagon R VXI BS IV,2015,350000,40000,Petrol,Individual,Manual,Second Owner,20.51,998,67.04,5,90.0,3500.0
3705,Maruti Swift Dzire VDI,2017,625000,34000,Diesel,Individual,Manual,Second Owner,28.4,1248,74.02,5,190.0,2000.0
3706,Tata Tigor 1.2 Revotron XZ,2018,550000,10000,Petrol,Individual,Manual,First Owner,20.3,1199,84.0,5,114.0,3500.0
3707,Mahindra Bolero 2011-2019 SLX,2015,550000,80000,Diesel,Individual,Manual,Second Owner,15.96,2523,62.1,7,195.0,1400.0
3708,Honda City 2017-2020 GXi,2006,220000,100000,Petrol,Individual,Manual,Second Owner,17.7,1497,78.0,5,124.54445499999999,2700.0
3709,Hyundai Grand i10 Sportz,2016,412000,25000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5,114.0,4000.0
3710,Maruti Wagon R LXI Minor,2009,126000,52000,Petrol,Individual,Manual,Second Owner,18.9,1061,67.0,5,84.0,3500.0
3711,Maruti Swift Dzire VDI,2013,430000,63000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5,190.0,2000.0
3712,Maruti A-Star Vxi,2009,130000,90000,Petrol,Individual,Manual,Second Owner,19.0,998,66.1,5,90.0,3500.0
3713,Tata Tiago 1.2 Revotron XM,2017,350000,60000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5,114.0,3500.0
3714,Maruti Alto LX,2011,220000,35000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5,62.0,3000.0
3715,Ford Figo Diesel ZXI,2010,200000,110000,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0,5,160.0,2000.0
3716,Maruti Swift Dzire VDI,2017,620000,61000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5,190.0,2000.0
3717,Maruti Omni Limited Edition,2013,150000,66000,Petrol,Individual,Manual,First Owner,14.7,796,37.0,8,62.0,2500.0
3718,Datsun GO Plus Anniversary Edition,2018,450000,80000,Petrol,Individual,Manual,First Owner,20.62,1198,67.0,7,104.0,4000.0
3719,Hyundai Creta 1.6 CRDi SX Plus,2017,1150000,27000,Diesel,Individual,Manual,Second Owner,19.67,1582,126.2,5,259.9,1900.0
3720,Maruti Wagon R VXI BS IV,2011,246000,139000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5,90.0,3500.0
3721,Maruti 800 AC,2008,65000,10000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4,59.0,2500.0
3722,Ford Ecosport 1.5 Diesel Titanium,2016,725000,30000,Diesel,Individual,Manual,First Owner,21.7,1498,98.96,5,215.0,1750.0
3723,Hyundai Verna 1.6 SX CRDI (O) AT,2014,736000,125000,Diesel,Individual,Automatic,First Owner,22.32,1582,126.32,5,259.8,1900.0
3724,Maruti Swift Dzire VDI,2018,700000,45000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,190.0,2000.0
3725,Chevrolet Spark 1.0 LT,2011,150000,30000,Petrol,Individual,Manual,First Owner,18.0,995,62.0,5,90.3,4200.0
3726,Maruti Alto LXi,2010,180000,80500,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,62.0,3000.0
3727,Toyota Etios Liva VXD,2014,409999,200000,Diesel,Individual,Manual,First Owner,23.59,1364,67.04,5,170.0,1800.0
3728,Mahindra Bolero 2011-2019 SLX,2013,550000,60000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7,195.0,1400.0
3729,Maruti 800 AC Uniq,2004,50000,18000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4,59.0,2500.0
3730,Maruti Zen D,2006,80000,110000,Diesel,Individual,Manual,Second Owner,20.8,1527,58.0,5,789.0,2250.0
3731,Maruti Alto LX,2005,110000,90000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,62.0,3000.0
3732,Honda City 2017-2020 GXi,2006,180000,120000,Petrol,Individual,Manual,Second Owner,17.7,1497,78.0,5,124.54445499999999,2700.0
3733,Maruti Swift Dzire VDI,2017,605000,127000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,190.0,2000.0
3734,Audi Q7 3.0 TDI Quattro,2009,1025000,120000,Diesel,Individual,Automatic,Third Owner,12.07,2967,241.4,7,550.0,1750.0
3735,Tata Hexa XTA,2017,1300000,40000,Diesel,Individual,Automatic,First Owner,17.6,2179,153.86,7,400.0,1750.0
3736,Mahindra XUV500 W7 BSIV,2018,1150000,29000,Diesel,Individual,Manual,First Owner,15.1,2179,152.87,7,360.0,1750.0
3737,Maruti Baleno Delta 1.2,2016,480000,65755,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,5,115.0,4000.0
3738,Mahindra XUV500 AT W6 2WD,2017,1050000,46000,Diesel,Individual,Automatic,First Owner,16.0,2179,140.0,7,330.0,1600.0
3739,Hyundai EON Era Plus,2017,310000,15000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5,74.5,4000.0
3740,Maruti Swift Dzire VDI,2014,500000,60000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5,190.0,2000.0
3741,Maruti Alto K10 VXI AGS Optional,2017,350000,15500,Petrol,Individual,Automatic,First Owner,23.95,998,67.1,5,90.0,3500.0
3742,Honda Amaze S i-Dtech,2015,365000,120000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,5,200.0,1750.0
3743,Tata Spacio Gold-10/6 Str BSII,2007,100000,120000,Diesel,Individual,Manual,Third Owner,14.6,2956,63.0,10,176.5197,1600.0
3744,Mahindra Bolero SLX,2007,240000,80000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,7,180.0,1440.0
3745,Mahindra Marazzo M2 BSIV,2019,925000,40000,Diesel,Individual,Manual,First Owner,17.3,1497,121.0,7,300.0,1750.0
3746,Ford Figo Aspire 1.2 Ti-VCT Trend,2018,590000,15000,Petrol,Individual,Manual,First Owner,18.16,1196,86.8,5,112.0,4000.0
3747,Toyota Innova 2.5 G (Diesel) 8 Seater,2014,720000,80000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,8,200.0,1400.0
3748,Mahindra Scorpio VLS AT 2.2 mHAWK,2010,490000,110000,Diesel,Individual,Automatic,First Owner,11.79,2179,120.0,8,290.0,1800.0
3749,Hyundai Verna CRDi 1.6 AT SX Option,2019,1200000,20000,Diesel,Individual,Automatic,First Owner,22.0,1582,126.2,5,259.87,1500.0
3750,Tata Indigo CS LS (TDI) BS-III,2014,300000,50700,Diesel,Individual,Manual,First Owner,19.09,1405,69.01,5,135.0,2500.0
3751,Volkswagen Polo Diesel Highline 1.2L,2013,365000,70000,Diesel,Individual,Manual,Second Owner,22.07,1199,73.9,5,180.0,2000.0
3752,Mercedes-Benz New C-Class 200 K AT,2007,500000,120000,Petrol,Individual,Automatic,First Owner,11.7,1796,178.0,5,240.262925,3500.0
3753,Toyota Innova 2.5 VX (Diesel) 8 Seater,2014,900000,112000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,8,200.0,1200.0
3754,Hyundai Grand i10 1.2 CRDi Sportz,2018,700000,35000,Diesel,Individual,Manual,First Owner,24.0,1186,73.97,5,190.24,1750.0
3755,Renault Duster 110PS Diesel RxZ,2017,880000,50000,Diesel,Individual,Manual,First Owner,19.6,1461,108.45,5,245.0,1750.0
3756,Mahindra Scorpio 2009-2014 SLE 7S BSIII,2009,380000,120000,Diesel,Individual,Manual,Second Owner,12.05,2179,120.0,7,290.0,1800.0
3757,Toyota Corolla H2,2006,150000,90000,Petrol,Individual,Manual,Third Owner,13.4,1794,125.0,5,157.887065,4200.0
3758,Maruti Zen Estilo LXI Green (CNG),2014,235000,70000,CNG,Individual,Manual,Second Owner,26.3,998,67.1,5,90.0,3500.0
3759,Renault KWID 1.0 RXT Optional,2018,320000,20000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,5,91.0,4250.0
3760,Renault Duster 85PS Diesel RxL,2015,550000,60000,Diesel,Individual,Manual,First Owner,20.45,1461,83.8,5,200.0,1900.0
3761,BMW 5 Series 520d Luxury Line,2016,3200000,40000,Diesel,Individual,Automatic,First Owner,18.12,1995,190.0,5,400.0,1750.0
3762,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,440000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,7,200.0,1400.0
3763,Mahindra TUV 300 T6 Plus,2017,645000,60000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,7,240.0,1600.0
3764,Maruti Wagon R VXI BS IV,2015,300000,110000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5,90.0,3500.0
3765,Hyundai i20 Active 1.4,2016,580000,152000,Diesel,Individual,Manual,First Owner,21.19,1396,88.73,5,219.66,1500.0
3766,Hyundai i20 1.2 Asta,2011,220000,220000,Petrol,Individual,Manual,Fourth & Above Owner,17.0,1197,80.0,5,111.79581,4000.0
3767,Mahindra Bolero 2011-2019 ZLX BSIII,2013,451000,70000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7,195.0,1400.0
3768,Tata Nexon 1.2 Revotron XZ Plus,2018,850000,50000,Petrol,Individual,Manual,First Owner,17.0,1198,108.5,5,170.0,1750.0
3769,Maruti Swift Dzire VDi,2011,300000,125000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,5,190.0,2000.0
3770,Ford Figo 1.2P Trend MT,2016,350000,60000,Petrol,Individual,Manual,First Owner,18.16,1196,86.8,5,112.0,4000.0
3771,Maruti Eeco CNG HTR 5-STR,2014,300000,90000,CNG,Individual,Manual,First Owner,21.94,1196,63.0,5,83.0,3000.0
3772,Maruti Eeco CNG HTR 5-STR,2017,390000,30000,CNG,Individual,Manual,First Owner,21.94,1196,63.0,5,83.0,3000.0
3773,Toyota Innova 2.5 VX (Diesel) 8 Seater,2016,1200000,90000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,8,200.0,1200.0
3774,Volkswagen Ameo 1.2 MPI Comfortline,2017,550000,20000,Petrol,Individual,Manual,First Owner,17.0,1198,73.75,5,110.0,3750.0
3775,Maruti Swift VDI,2012,300000,110000,Diesel,Individual,Manual,Third Owner,22.9,1248,74.0,5,190.0,2000.0
3776,Hyundai i20 1.4 CRDi Sportz,2012,350000,110000,Diesel,Individual,Manual,First Owner,23.0,1396,90.0,5,219.66895999999997,1750.0
3777,Hyundai Creta 1.6 CRDi SX Option,2015,880000,120000,Diesel,Individual,Manual,Second Owner,19.67,1582,126.2,5,259.9,1900.0
3778,Hyundai Accent Executive CNG,2010,160000,120000,CNG,Individual,Manual,Second Owner,13.2,1495,93.7,5,124.5,3500.0
3779,Hyundai i20 Active 1.4 SX,2016,660000,110000,Diesel,Individual,Manual,First Owner,21.19,1396,88.73,5,220.0,1500.0
3780,Tata Zest Revotron 1.2T XMS,2015,450000,40000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,5,140.0,1500.0
3781,Volkswagen Polo GT TDI,2012,400000,110000,Diesel,Individual,Manual,Second Owner,19.7,1598,103.6,5,250.0,1500.0
3782,Mahindra Scorpio S7 120,2019,1300000,20000,Diesel,Individual,Manual,First Owner,16.36,2179,120.0,7,280.0,1800.0
3783,Ford Figo Diesel Celebration Edition,2013,229999,230000,Diesel,Individual,Manual,First Owner,20.0,1399,68.1,5,160.0,2000.0
3784,Chevrolet Beat LT,2010,140000,60000,Petrol,Individual,Manual,First Owner,18.6,1199,79.4,5,108.0,4400.0
3785,Maruti Zen Estilo LXI BS IV,2012,195000,35000,Petrol,Individual,Manual,Second Owner,19.0,998,67.1,5,90.0,3500.0
3786,Tata Nano Cx BSIII,2012,60000,45000,Petrol,Individual,Manual,First Owner,25.4,624,38.0,4,51.0,4000.0
3787,Tata Zest Revotron 1.2T XM,2016,400000,25000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,5,140.0,1500.0
3788,Hyundai i20 Magna 1.2,2014,400000,10000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,114.7,4000.0
3789,Maruti Wagon R VXI Optional,2018,380000,19000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5,90.0,3500.0
3790,Maruti Baleno Delta 1.2,2019,579000,10000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,5,115.0,4000.0
3791,Mahindra KUV 100 G80 K2,2019,400000,25000,Petrol,Individual,Manual,First Owner,18.15,1198,82.0,6,115.0,3500.0
3792,Hyundai i10 Magna 1.2 iTech SE,2012,270000,30000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5,111.7,4000.0
3793,Mahindra Bolero 2011-2019 SLX 2WD BSIII,2014,500000,90000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7,195.0,1400.0
3794,Tata Tiago 1.2 Revotron XT,2017,475000,20000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5,114.0,3500.0
3795,Nissan Terrano XL D Option,2018,850000,48000,Diesel,Individual,Manual,First Owner,19.87,1461,83.14,5,200.0,1750.0
3796,Mahindra Scorpio 2006-2009 VLX 2WD 7 Str BSIII,2009,475000,120000,Diesel,Individual,Manual,First Owner,12.05,2179,120.0,7,290.0,1800.0
3797,Maruti Swift Dzire Ldi BSIV,2012,370000,210000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5,190.0,2000.0
3798,Hyundai i10 Magna 1.1L,2010,187000,200400,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05,5,99.04,4500.0
3799,Hyundai i10 Magna,2008,195000,110000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5,111.7,4000.0
3800,Tata Safari DICOR 2.2 LX 4x2,2014,459999,38000,Diesel,Individual,Manual,First Owner,13.93,2179,138.03,7,320.0,1700.0
3801,Toyota Corolla AE,2004,135000,90000,Petrol,Individual,Manual,Second Owner,13.4,1794,125.0,5,157.887065,4200.0
3802,Maruti Ertiga SHVS ZDI Plus,2017,850000,43000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7,200.0,1750.0
3803,Maruti Wagon R VXI BS IV,2016,385000,26000,Petrol,Individual,Manual,Second Owner,20.51,998,67.04,5,90.0,3500.0
3804,Hyundai Verna CRDi SX,2006,135000,120000,Diesel,Individual,Manual,Second Owner,16.8,1493,110.0,5,235.3596,1900.0
3805,Maruti Alto LXi,2008,120000,70000,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,5,62.0,3000.0
3806,Tata New Safari 3L Dicor LX 4x2,2007,200000,120000,Diesel,Individual,Manual,Second Owner,13.93,2956,138.1,7,320.0,1700.0
3807,Maruti Ciaz ZXi,2016,700000,20000,Petrol,Individual,Manual,First Owner,20.73,1373,91.1,5,130.0,4000.0
3808,Tata Indigo CR4,2013,290000,25000,Diesel,Individual,Manual,First Owner,23.57,1396,70.0,5,140.0,1800.0
3809,Maruti Swift Dzire ZDI Plus,2017,725000,60000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,190.0,2000.0
3810,Tata Sumo EX 10/7 Str BSIII,2008,200000,80000,Diesel,Individual,Manual,First Owner,12.2,1948,68.0,10,1127.7647499999998,2500.0
3811,Maruti Omni E MPI STD BS IV,2014,155000,80000,Petrol,Individual,Manual,First Owner,16.8,796,34.2,8,59.0,2500.0
3812,Mercedes-Benz E-Class Exclusive E 200 BSIV,2019,5200000,17000,Petrol,Dealer,Automatic,First Owner,15.0,1991,194.4,5,300.0,1600.0
3813,BMW 5 Series 520d Sport Line,2018,4000000,10000,Diesel,Dealer,Automatic,First Owner,22.48,1995,187.74,5,400.0,1750.0
3814,Honda CR-V 2.4L 4WD AT AVN,2017,1650000,52000,Petrol,Dealer,Automatic,First Owner,12.0,2354,187.4,5,226.0,4400.0
3815,Maruti Swift VXI,2011,280000,20000,Petrol,Individual,Manual,Second Owner,18.6,1197,85.8,5,114.0,4000.0
3816,Tata Tigor 1.2 Revotron XE,2019,450000,25000,Petrol,Individual,Manual,First Owner,20.3,1199,84.0,5,114.0,3500.0
3817,Maruti Esteem LX - BSIII,2006,135000,70000,Petrol,Individual,Manual,Second Owner,15.9,1298,85.0,5,110.0,4500.0
3818,Mahindra XUV500 W4,2014,650000,40000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,7,330.0,1600.0
3819,Maruti Baleno Delta,2020,650000,7300,Petrol,Individual,Manual,First Owner,21.01,1197,81.8,5,113.0,4200.0
3820,Maruti Ciaz 1.3 Sigma,2018,750000,25000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,5,200.0,1750.0
3821,Maruti Alto LXi,2010,150000,100000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5,62.0,3000.0
3822,Mahindra KUV 100 mFALCON D75 K8,2017,500000,35000,Diesel,Individual,Manual,First Owner,25.32,1198,77.0,6,190.0,1750.0
3823,Toyota Etios GD,2012,311000,100000,Diesel,Individual,Manual,First Owner,19.369999999999997,1248,81.86,5,160.0,2000.0
3824,Hyundai Verna 1.6 SX,2013,425000,80000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,5,259.8,1900.0
3825,Hyundai i10 Magna,2010,260000,60000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5,111.7,4000.0
3826,Volkswagen Polo 1.5 TDI Highline,2014,400000,110000,Diesel,Individual,Manual,Second Owner,20.14,1498,88.8,5,230.0,1500.0
3827,Hyundai Santro Xing GL,2008,175000,40000,Petrol,Individual,Manual,First Owner,0.0,1086,62.0,5,96.1,3000.0
3828,Maruti SX4 Green Vxi (CNG),2010,250000,90000,CNG,Individual,Manual,Second Owner,21.4,1586,103.3,5,145.0,4100.0
3829,Volkswagen Polo GT TDI,2012,400000,95000,Diesel,Individual,Manual,First Owner,19.7,1598,103.6,5,250.0,1500.0
3830,Mahindra Bolero SLX 2WD BSIII,2011,350000,200000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,7,180.0,1440.0
3831,Maruti Swift VDI BSIV,2015,484999,30000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5,190.0,2000.0
3832,Volkswagen CrossPolo 1.5 TDI,2013,350000,70000,Diesel,Individual,Manual,Second Owner,20.14,1498,88.5,5,230.0,1500.0
3833,Toyota Fortuner 4x2 AT TRD Sportivo,2014,1400000,80000,Diesel,Individual,Automatic,Second Owner,12.55,2982,168.7,7,360.0,1400.0
3834,Honda Jazz 1.5 V i DTEC,2016,500000,30000,Diesel,Individual,Manual,First Owner,27.3,1498,98.6,5,200.0,1750.0
3835,Chevrolet Beat LS,2016,300000,15000,Petrol,Individual,Manual,First Owner,18.6,1199,76.8,5,106.5,4400.0
3836,Ford Figo Aspire 1.5 TDCi Titanium,2018,650000,21000,Diesel,Individual,Manual,First Owner,25.83,1498,99.0,5,215.0,1750.0
3837,Maruti Wagon R VXI 1.2,2014,300000,35000,Petrol,Individual,Manual,First Owner,20.52,1197,81.8,5,113.0,4200.0
3838,Honda Jazz 1.2 VX i VTEC,2016,475000,25000,Petrol,Individual,Manual,First Owner,18.7,1199,88.7,5,110.0,4800.0
3839,Tata Tiago 1.2 Revotron XZ WO Alloy,2017,450000,30000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5,114.0,3500.0
3840,Maruti Swift Dzire VDI,2019,754000,10000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,190.0,2000.0
3841,Hyundai i10 Sportz,2013,300000,40000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5,111.8,4000.0
3842,Maruti Alto LXi,2008,95000,70000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5,62.0,3000.0
3843,Tata Safari Storme LX,2014,575000,55000,Diesel,Individual,Manual,First Owner,14.0,2179,138.1,7,320.0,1700.0
3844,Tata Tiago 1.2 Revotron XT,2016,350000,30000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5,114.0,3500.0
3845,Mahindra Bolero 2011-2019 SLX,2013,330000,125000,Diesel,Individual,Manual,Second Owner,15.96,2523,62.1,7,195.0,1400.0
3846,Ford EcoSport 1.5 TDCi Ambiente BSIV,2017,625000,40000,Diesel,Individual,Manual,Fourth & Above Owner,22.77,1498,98.59,5,205.0,1750.0
3847,Tata Tiago 1.2 Revotron XM Option,2017,380000,30000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5,114.0,3500.0
3848,Chevrolet Beat LT,2016,310000,30000,Petrol,Individual,Manual,First Owner,18.6,1199,76.8,5,106.5,4400.0
3849,Maruti Swift Dzire VXi,2009,280000,35000,Petrol,Individual,Manual,First Owner,17.5,1298,85.8,5,114.0,4000.0
3850,Renault Duster Petrol RXS CVT,2018,900000,30000,Petrol,Individual,Automatic,First Owner,14.99,1498,104.5,5,142.0,4000.0
3851,Maruti Wagon R VXI Minor,2010,250000,60000,Petrol,Individual,Manual,First Owner,18.9,1061,67.0,5,84.0,3500.0
3852,Hyundai Verna 1.6 VTVT S,2017,750000,39000,Petrol,Individual,Manual,First Owner,17.01,1591,121.3,5,154.9,4200.0
